Order_id,Customer_id,Customer_name,Product_ID,Product_Name,Product_Category,Payment Type,QTY,Price,Datetime,Country,City,ecommerce_website_name,Payment Transaciton ID,Payment Status,Notes
AUS-17042022-gkfO-132,132,Joe O'niel,28,Frozen Chicken,Consumable,Internet Banking,106,$9540,17-04-2022 12:19,Australia,Sydney,www.jd.com,1653338049672akN7,Failed,Lost card
JPN-09052022-ltIA-88,88,Joe Carter,7,Set of Metal Forks,Utensils,UPI,165,$8250,09-05-2022 13:03,NULL,Melbourne,www.amazon.com,16533380497647uRt,Failed,Invalid security code
US-18042022-OmSj-36,36,Dave Doe,6,Crate of Plastic Spoons,Utensils,UPI,68,$2040,18-04-2022 11:03,Canada,Toronto,www.tatacliq.com,1653338049750p1Ze,Failed,Incorrect credit card number
AUS-14052022-i1KY-68,68,Sam Parker,17,Crate of Helm's Mayonaise ,Consumables,UPI,159,$4134,14-05-2022 12:10,www.amazon.com,Chengdu,www.amazon.com,1653338049741S56a,Success,
QB56,62,Lisa Doe,24,Frozen Chicken Drumsticks,Consumables,card,68,$5100,31-03-2022 13:01,China,Shanghai,www.jd.com,1653338049712XJs9,Success,
CN-03042022-jBcv-107,107,Sam O'niel,21,Set of 10 Metal Tongs,Utensils,Australia,21,$1575,03-04-2022 13:22,Australia,Brisbane,www.amazon.com,1653338049676Dnls,Success,
CAN-21042022-6ERP-55,55,Alice Parker,j0SC,Crate of Plastic Forks,Utensils,Wallet,192,$5760,21-04-2022 12:13,United States,Houston,www.tatacliq.com,1653338049666p1CJ,Failed,Lost card
DEU-06042022-C8QW-56,56,Shaun Davidson,17,Crate of Helm's Mayonaise ,Consumables,card,125,$3250,06-04-2022 08:11,Japan,Kyoto,Success,1653338049674It6U,Success,
AUS-22042022-iF1o-24,24,Alice Doe,6,Crate of Plastic Spoons,Utensils,Wallet,71,$2130,22-04-2022 11:06,Canada,Quebec,www.ebay.com,16533380496919BYJ,Success,
CN-02042022-huDu-91,91,0F6V,49,Black Olives,Consumable,Internet Banking,74,$6808,02-04-2022 09:18,Germany,Hamburg,www.tatacliq.com,1653338049711LBh9,Success,
DEU-17042022-uXWT-129,129,l4Ww,50,Chili Beans,Consumable,Wallet,39,$2535,17-04-2022 08:24,United States,Houston,www.tatacliq.com,16533380497028yEb,Failed,Invalid security code
CN-12052022-Fhxx-118,118,Alice O'niel,12,Box of Ensure Strawberry,Consumables,UPI,58,4z1h,12-05-2022 10:33,Japan,Kyoto,www.flipKart.com,1653338049727mZYK,Success,
US-21052022-OrBd-75,75,Bob Robinson,1,Crate of Bananas,Consumables,mdJw,44,$1540,21-05-2022 07:28,United States,New York,www.tatacliq.com,1653338049680gmPB,Failed,Lost card
JPN-01052022-xQmV-33,33,Joe Jackson,18,Disposable Plastic Cups,Utensils,card,89,$3560,01-05-2022 08:06,United States,San Diego,www.tatacliq.com,1653338049676W9G9,Success,
AUS-22042022-6xDQ-63,63,Alice Lock,13,Crate of Granulated Potatoes 6x,Consumables,card,179,$14320,22-04-2022 08:10,United States,New York,www.ebay.com,1653338049719iSpM,Failed,Insufficient funds
JPN-11042022-QxOA-83,83,Michael Jackson,7,Set of Metal Forks,Utensils,Internet Banking,47,$2350,11-04-2022 13:13,1653338049741FO9P,Hamburg,www.jd.com,1653338049741FO9P,Failed,Invalid security code
CN-15042022-LVib-97,97,Dave Davidson,12,Box of Ensure Strawberry,Consumables,card,196,$13720,15-04-2022 13:24,United States,New York,www.amazon.com,1653338049678h69z,Failed,Unsupported card type
AUS-02042022-7VVk-5,5,John Doe,22,Set of 10 Food Serving Scoops Large,Utensils,Wallet,148,$11840,02-04-2022 08:19,Japan,Osaka,www.tatacliq.com,1653338049751WFCZ,Failed,Incorrect credit card number
AUS-16052022-50aU-1,1,John Davidson,25,Frozen Ham,Consumables,Internet Banking,139,$8340,16-05-2022 11:18,United States,San Diego,www.ebay.com,NULL,Success,
CAN-17052022-JPVS-12,12,Shaun Carter,46,Fancy chopped Spinach,Consumable,card,180,$16200,17-05-2022 10:26,United States,Houston,www.jd.com,16533380497134GSo,NULL,
CN-03052022-JvCH-26,26,John Kringler,18,Disposable Plastic Cups,Utensils,card,91,$3640,03-05-2022 10:19,Japan,Tokyo,www.jd.com,1653338049695PlT6,Success,
US-21042022-ZZcx-79,79,Joe Doe,40,Whole Kernel Corn,Consumable,NULL,184,$1104,21-04-2022 06:55,Germany,Hamburg,www.tatacliq.com,1653338049696E5Qq,Success,
AUS-29032022-AHh0-81,81,Joe Jones,40,Whole Kernel Corn,Consumable,card,127,$762,29-03-2022 10:56,Germany,Berlin,www.tatacliq.com,1653338049733UKcI,Success,
CAN-20052022-7TK2-37,37,Dave Carter,24,Frozen Chicken Drumsticks,Consumables,Wallet,20,dN7F,20-05-2022 09:17,Canada,Quebec,www.ebay.com,16533380497607zCq,Success,
CN-20052022-f5pN-87,87,Dave Parker,4,Crate of Plastic Forks,Utensils,card,130,$3900,20-05-2022 09:08,Japan,Kyoto,www.tatacliq.com,16533380497312ii1,Success,
DEU-12042022-Whoj-13,13,Sam Kringler,39,Stainless Cooking Pot Set ,Utensil,Wallet,187,$6545,12-04-2022 07:14,Australia,Brisbane,www.ebay.com,1653338049735cf6N,Failed,Invalid expiration date
DEU-12042022-mM2n-70,70,Anna Robinson,28,Frozen Chicken,Consumable,Internet Banking,161,$14490,12-04-2022 08:59,Canada,Toronto,www.amazon.com,1653338049732UJr2,Failed,Invalid security code
DEU-12052022-C2ol-79,79,Joe Doe,1,Crate of Bananas,Consumables,Internet Banking,83,$2905,12-05-2022 07:04,Germany,Hamburg,www.flipKart.com,1653338049762wd3o,Success,
US-09042022-sBaq-20,20,Shaun Smith,24,Frozen Chicken Drumsticks,Consumables,Wallet,132,$9900,09-04-2022 09:03,Germany,Munich,www.ebay.com,1653338049762gLKw,Failed,Unsupported card type
US-28042022-DMtj-47,47,Lisa Jones,43,Set of Whisks ,Utensil,card,160,$9600,28-04-2022 12:28,Japan,Osaka,www.tatacliq.com,1653338049729jB42,Success,
US-28042022-E4Ww-72,72,Bob Jones,40,Whole Kernel Corn,Consumable,UPI,55,$330,28-04-2022 07:18,Australia,Brisbane,www.amazon.com,16533380496676aSw,Success,
CN-30042022-4k3k-32,32,Anna Jackson,26,Frozen Fish,Consumables,Internet Banking,134,$20904,30-04-2022 09:14,Germany,Munich,www.ebay.com,1653338049733HyBX,Success,
CN-21042022-7GrL-13,13,Sam Kringler,11,Box of Ensure Vanilla,Consumables,card,73,$5110,21-04-2022 12:07,Australia,Brisbane,www.tatacliq.com,1653338049668Y36a,Failed,Insufficient funds
AUS-05052022-yGvx-114,114,Shaun Robinson,3,Watermelon,Consumables,Internet Banking,42,$756,05-05-2022 09:06,Australia,Sydney,www.tatacliq.com,1653338049719s24b,Success,
JPN-17042022-IpCE-98,98,Omar Doe,49,Black Olives,Consumable,card,191,$17572,17-04-2022 13:27,United States,New York,www.tatacliq.com,165333804974072xq,Success,
US-29042022-RZ55-27,27,Alice Smith,11,Box of Ensure Vanilla,Consumables,card,180,$12600,29-04-2022 11:29,Canada,Toronto,www.tatacliq.com,1653338049757eAww,Success,
DEU-11042022-qv9Q-32,32,Anna Jackson,5,Crate of Plastic Knives,Utensils,Wallet,105,$3150,11-04-2022 12:19,Germany,Munich,www.jd.com,1653338049740mDGX,Failed,Invalid expiration date
AUS-11052022-Ffac-15,15,Helen Doe,AUS-11052022-Ffac-15,Crate of Helm's Mayonaise ,Consumables,card,132,$3432,11-05-2022 09:13,China,Chengdu,www.flipKart.com,1653338049736TxEn,Failed,Lost card
DEU-19042022-cktL-103,103,Shaun Jones,13,Crate of Granulated Potatoes 6x,Consumables,Internet Banking,25,$2000,19-04-2022 11:58,China,Chengdu,www.flipKart.com,,Success,
CAN-10042022-gUxp-20,20,Shaun Smith,43,Set of Whisks ,Utensil,Wallet,156,$9360,10-04-2022 09:58,Germany,OaDB,www.flipKart.com,1653338049736h1Eh,Success,
JPN-22042022-zBHz-142,142,Michael Jones,NULL,Frozen Chicken Drumsticks,Consumables,Internet Banking,158,$11850,22-04-2022 13:14,United States,San Franciso,www.flipKart.com,1653338049672Cp5J,Success,
JPN-18042022-2Re2-141,141,Bob Jordan,2,Crate of Strawberries,Consumables,card,25,$2700,18-04-2022 09:13,Canada,Quebec,www.jd.com,1653338049691bO1t,Success,
US-30042022-Fd2f-5,5,John Doe,27,Crate of Beef ,Consumables,UPI,175,$78750,30-04-2022 13:11,Japan,Osaka,www.jd.com,1653338049695BtoC,Failed,Lost card
US-02042022-6PFk-32,32,Anna Jackson,42,Red and Green Pepper Strips ,Consumable,card,70,$2100,02-04-2022 07:14,Germany,Munich,www.flipKart.com,1653338049681BisW,Success,
DEU-22052022-WatF-50,50,Omar Carter,49,Black Olives,Consumable,card,181,$16652,22-05-2022 10:21,Australia,1653338049690QXvp,www.ebay.com,1653338049690QXvp,Failed,Invalid expiration date
JPN-17042022-XFzo-140,140,Omar Robinson,3,Watermelon,Consumables,UPI,89,$1602,17-04-2022 08:34,Germany,Hamburg,www.tatacliq.com,Failed,Failed,Incorrect credit card number
CN-13052022-i4Jt-68,68,Sam Parker,10,Box of Ensure Chocolate,Consumables,Internet Banking,89,$6230,13-05-2022 12:55,China,Chengdu,www.flipKart.com,1653338049743DeI6,Success,
JPN-03052022-3Wwq-83,83,Michael Jackson,27,Crate of Beef ,Consumables,card,56,$25200,03-05-2022 08:56,Germany,Hamburg,www.jd.com,1653338049682bMOD,Success,
Shaun Jordan,69,Shaun Jordan,9,Set of Metal Spoons,Utensils,Internet Banking,150,$7500,08-05-2022 12:19,United States,San Diego,www.amazon.com,1653338049704etio,Success,
JPN-04052022-POPG-122,122,Dave Lock,13,Crate of Granulated Potatoes 6x,Consumables,UPI,161,$12880,NULL,Japan,Osaka,www.tatacliq.com,1653338049681tO4i,Failed,Over limit
AUS-12052022-QILG-126,126,Alice Jordan,19,Disposable Styrofoam Cups ,Utensils,Internet Banking,198,$6930,12-05-2022 12:03,China,Beijing,www.tatacliq.com,1653338049717rM7U,Failed,Expired card
$15280,48,Dave Jones,22,Set of 10 Food Serving Scoops Large,Utensils,UPI,191,$15280,20-05-2022 10:59,Germany,Munich,www.ebay.com,1653338049734SoWn,Success,
JPN-13052022-WVnb-98,98,Omar Doe,2,Crate of Strawberries,Consumables,card,54,$5832,13-05-2022 11:28,United States,New York,www.flipKart.com,165333804971313QH,Failed,Lost card
CN-15052022-xUBy-121,121,Wodf,23,Large Capacity Blender,Device,Internet Banking,103,$20600,15-05-2022 13:03,Australia,Melbourne,www.tatacliq.com,1653338049684Ljsm,Failed,Invalid security code
JPN-19052022-1b1h-118,118,Alice O'niel,2,Crate of Strawberries,Consumables,Internet Banking,1,$108,19-05-2022 11:10,Japan,Kyoto,www.ebay.com,1653338049718fQ9J,Failed,Over limit
CN-12052022-VPcI-30,30,Helen Kringler,13,Crate of Granulated Potatoes 6x,Consumables,UPI,47,$3760,12-05-2022 09:32,Canada,Montreal,www.flipKart.com,1653338049683KnZB,Success,
US-13052022-4Fre-132,132,Joe O'niel,23,Set of 10 Food Serving Scoops Medium,Utensils,Internet Banking,138,$9660,13-05-2022 08:05,Australia,Sydney,www.ebay.com,1653338049694RJN6,Success,
US-04042022-HEmD-69,69,Shaun Jordan,19,Disposable Styrofoam Cups ,Utensils,card,174,$6090,04-04-2022 13:05,United States,San Diego,www.amazon.com,1653338049763zILT,Success,
CN-08042022-PqzG-21,21,Alice Robinson,24,Frozen Chicken Drumsticks,Consumables,Internet Banking,63,$4725,08-04-2022 11:26,United States,Houston,24,1653338049689qEiy,Failed,Invalid expiration date
JPN-20052022-MtpF-23,23,NULL,43,Set of Whisks ,Utensil,Internet Banking,105,$6300,20-05-2022 12:07,Germany,Berlin,www.ebay.com,1653338049716lIWy,Failed,Incorrect credit card number
AUS-30042022-9eGp-135,135,Sam Jones,40,Whole Kernel Corn,Consumable,card,151,$906,30-04-2022 13:07,Germany,Munich,www.amazon.com,1653338049707THX9,Success,
JPN-23042022-tJES-92,92,Lisa Davidson,3,Watermelon,Consumables,card,131,$2358,23-04-2022 12:02,Germany,Hamburg,www.ebay.com,1653338049724fJns,Failed,Expired card
JPN-30042022-PiPf-51,51,Lisa Parker,18,Disposable Plastic Cups,Utensils,Wallet,40,$1600,30-04-2022 11:12,United States,New York,www.ebay.com,1653338049707HCyW,Failed,Incorrect credit card number
CN-07042022-E68h-128,128,Joe Jordan,10,Box of Ensure Chocolate,Consumables,Wallet,96,$6720,07-04-2022 09:03,China,Beijing,www.tatacliq.com,1653338049679sQ6d,Failed,Unsupported card type
CAN-22042022-W3oH-89,89,Lisa Jordan,12,Box of Ensure Strawberry,12,Wallet,79,$5530,22-04-2022 12:28,United States,Houston,www.amazon.com,1653338049670gtl6,Failed,Invalid security code
CAN-07052022-EJSu-51,51,Lisa Parker,48,Diced Carrots,Consumable,UPI,1,$71,07-05-2022 07:00,United States,New York,VdFv,1653338049704WPCG,Success,
CAN-07042022-jL6w-86,86,Anna Davidson,27,Crate of Beef ,CAN-07042022-jL6w-86,card,152,$68400,07-04-2022 11:56,Japan,Kyoto,www.ebay.com,16533380497121cdc,Success,
JPN-05052022-Mj4t-13,13,Sam Kringler,3,Watermelon,Consumables,Wallet,99,$1782,05-05-2022 12:57,Australia,Brisbane,www.ebay.com,1653338049686Tii6,Success,
AUS-28042022-rY5Y-143,143,Alice Kringler,19,Disposable Styrofoam Cups ,Utensils,UPI,92,$3220,28-04-2022 12:31,United States,New York,www.flipKart.com,1653338049726e2NR,Failed,Invalid expiration date
AUS-29042022-HCg2-73,73,Omar Kringler,11,Box of Ensure Vanilla,3naL,Internet Banking,29,$2030,29-04-2022 11:03,United States,San Diego,www.tatacliq.com,1653338049705L7tg,Failed,Insufficient funds
JPN-30032022-klxA-63,63,Alice Lock,5,Crate of Plastic Knives,Utensils,Wallet,142,$4260,$4260,United States,New York,www.tatacliq.com,165333804976526YJ,Success,
JPN-15052022-DyG0-108,108,Anna O'niel,16,Crate of Clams in Gravy ,Consumables,UPI,NULL,$18795,15-05-2022 13:25,Germany,Munich,www.flipKart.com,1653338049731KDf9,Failed,Insufficient funds
US-20042022-3um6-108,108,nHE1,18,Disposable Plastic Cups,Utensils,card,29,$1160,20-04-2022 08:14,Germany,Munich,www.flipKart.com,1653338049697rKDT,Success,
o99y,63,Alice Lock,14,Disposable Napkins ,Utensils,card,121,$3630,12-04-2022 07:58,United States,New York,www.amazon.com,1653338049686t6zF,Failed,Incorrect credit card number
JPN-10052022-MRJW-6,6,Helen Lock,2,Crate of Strawberries,Consumables,Internet Banking,156,o343,10-05-2022 10:12,Canada,Toronto,www.jd.com,1653338049711uqjt,Failed,Unsupported card type
US-19042022-j8hb-110,110,Michael Doe,20,Disposable Styrofoam Bowls,Utensils,card,56,$2520,19-04-2022 09:23,Canada,Montreal,www.tatacliq.com,1653338049760qIqF,Failed,Invalid expiration date
US-22052022-o5OV-92,92,Lisa Davidson,5,Crate of Plastic Knives,Utensils,Wallet,188,$5640,22-05-2022 07:28,Germany,Expired card,www.jd.com,1653338049754HMHc,Failed,Expired card
CAN-09042022-bZUU-127,127,Lisa Jackson,6,Crate of Plastic Spoons,Utensils,Internet Banking,145,$4350,09-04-2022 08:10,China,Beijing,www.ebay.com,16533380496750Fi0,Success,
AUS-30042022-tp75-61,61,Shaun Jackson,40,Whole Kernel Corn,Consumable,Internet Banking,189,$1134,30-04-2022 08:28,Japan,Osaka,www.tatacliq.com,1653338049687da4I,Success,
JPN-21042022-d1ds-84,84,Joe Robinson,9,Set of Metal Spoons,Utensils,UPI,148,$7400,21-04-2022 11:58,Germany,Berlin,www.jd.com,1653338049705aZp8,Failed,Lost card
US-08052022-9rYc-116,116,Sam Robinson,26,Frozen Fish,Consumables,UPI,12,$1872,08-05-2022 10:17,Germany,Munich,www.flipKart.com,1653338049750PO0p,Success,
CAN-03042022-j6PY-86,86,Anna Davidson,20,Disposable Styrofoam Bowls,Utensils,Internet Banking,80,$3600,03-04-2022 08:32,Japan,Kyoto,www.jd.com,1653338049706FMwa,Failed,Invalid security code
AUS-11052022-NNQk-47,47,Lisa Jones,42,Red and Green Pepper Strips ,Consumable,NULL,54,$1620,11-05-2022 09:31,Japan,Osaka,www.tatacliq.com,16533380497587HjV,Success,
US-17042022-vXW0-35,35,Helen Smith,48,Diced Carrots,Consumable,Internet Banking,28,$1988,17-04-2022 08:12,United States,San Diego,uO69,16533380497350H8C,Failed,Insufficient funds
DEU-29032022-fnBj-18,18,DEU-29032022-fnBj-18,21,Set of 10 Metal Tongs,Utensils,UPI,115,$8625,29-03-2022 12:21,Australia,Sydney,www.flipKart.com,16533380497487rK5,Success,
AUS-11052022-uor3-115,115,Shaun Lock,42,Red and Green Pepper Strips ,Consumable,Internet Banking,38,$1140,11-05-2022 13:10,Japan,Kyoto,www.tatacliq.com,16533380496836nLn,Success,
CN-09052022-NHN3-98,98,Omar Doe,49,Black Olives,Consumable,Internet Banking,136,$12512,09-05-2022 08:10,United States,New York,www.jd.com,1653338049683fGKy,Success,
CAN-28042022-Gx9x-84,84,Joe Robinson,4,Crate of Plastic Forks,Utensils,Internet Banking,184,$5520,28-04-2022 10:15,Germany,Berlin,www.flipKart.com,1653338049762GTIt,Germany,Over limit
DEU-04042022-XT3n-110,110,Michael Doe,13,Crate of Granulated Potatoes 6x,Consumables,Wallet,194,$15520,04-04-2022 08:14,Canada,Montreal,www.flipKart.com,1653338049715UMEq,Failed,Incorrect credit card number
DEU-28042022-Oj5A-115,aapd,Shaun Lock,11,Box of Ensure Vanilla,Consumables,card,42,$2940,28-04-2022 07:06,Japan,Kyoto,www.ebay.com,1653338049761yVVR,Failed,Invalid security code
CAN-12042022-OdII-101,101,Helen Jackson,39,Stainless Cooking Pot Set ,Utensil,card,160,$5600,12-04-2022 12:22,Germany,NI9e,www.tatacliq.com,1653338049713YxJC,Failed,Unsupported card type
US-01042022-a3qf-15,15,Helen Doe,19,Disposable Styrofoam Cups ,Utensils,Wallet,67,$2345,01-04-2022 08:03,China,Chengdu,www.ebay.com,1653338049752zzzq,Success,
DEU-01042022-O1Zp-59,59,Anna Smith,11,Box of Ensure Vanilla,Consumables,Internet Banking,119,$8330,01-04-2022 11:22,Japan,Tokyo,www.amazon.com,16533380497544tGW,Success,
JPN-28042022-dfsW-82,82,Omar Jones,16,Crate of Clams in Gravy ,Consumables,Internet Banking,58,$6090,28-04-2022 11:23,United States,Houston,www.amazon.com,NULL,Success,
CAN-23052022-Fpu1-35,35,Helen Smith,4,Crate of Plastic Forks,Utensils,UPI,120,$3600,23-05-2022 10:59,United States,San Diego,www.ebay.com,16533380497411wXl,Failed,Lost card
DEU-09052022-rrXl-58,58,Sam Doe,48,Diced Carrots,Consumable,Internet Banking,48,$3408,09-05-2022 09:23,Australia,Melbourne,www.ebay.com,1653338049749oe4c,Success,
AUS-30032022-q4ac-78,78,Omar Jordan,12,Box of Ensure Strawberry,Consumables,Wallet,48,$3360,30-03-2022 10:23,China,Chengdu,www.jd.com,1653338049703IPKt,Failed,Expired card
CN-20052022-hjeQ-112,112,Michael Lock,44,Styrofoam Cup Lids,Utensil,Internet Banking,153,$6120,20-05-2022 10:09,China,Beijing,www.tatacliq.com,1653338049712XsRP,Failed,Expired card
CN-17042022-rBZn-64,64,Bob Carter,27,NULL,Consumables,card,82,$36900,17-04-2022 12:10,United States,San Diego,www.amazon.com,1653338049690tiaZ,Failed,Invalid expiration date
CN-02042022-FITJ-62,62,Lisa Doe,15,NULL,Consumables,card,154,$10780,02-04-2022 12:04,China,Shanghai,www.jd.com,1653338049694B9rf,Success,
AUS-11042022-aAbJ-116,116,Sam Robinson,49,Black Olives,Consumable,card,118,$10856,11-04-2022 11:19,Germany,Munich,www.amazon.com,1653338049750r87c,Success,
JPN-19042022-RacY-44,44,John Parker,12,Box of Ensure Strawberry,Consumables,Internet Banking,168,$11760,19-04-2022 07:09,Australia,Sydney,www.tatacliq.com,1653338049706vUEE,Success,
CN-01052022-PbDm-96,96,Michael Davidson,18,Disposable Plastic Cups,Utensils,card,7,$280,01-05-2022 11:18,Australia,Sydney,www.amazon.com,1653338049734lBeA,Success,
US-12052022-vzzj-90,90,Dave Jackson,10,Box of Ensure Chocolate,Consumables,Internet Banking,133,$9310,12-05-2022 13:01,Japan,Tokyo,www.amazon.com,1653338049688tYEm,Failed,Invalid security code
DEU-21052022-Dgp6-120,120,Lisa Robinson,48,Diced Carrots,Consumable,Wallet,xVoK,$3337,21-05-2022 07:20,Australia,Melbourne,www.jd.com,1653338049707WImg,Failed,Expired card
DEU-21052022-46i8-124,Sy49,Omar Parker,13,Crate of Granulated Potatoes 6x,Consumables,Internet Banking,47,$3760,21-05-2022 12:03,United States,San Diego,www.ebay.com,1653338049688X48q,Failed,Invalid expiration date
CAN-21052022-bT6c-131,131,John Carter,24,Frozen Chicken Drumsticks,Consumables,Internet Banking,82,$6150,21-05-2022 10:19,Australia,Brisbane,www.ebay.com,1653338049752klJg,Success,
CAN-14052022-EJ3R-84,84,Joe Robinson,22,Set of 10 Food Serving Scoops Large,Utensils,Utensils,197,$15760,14-05-2022 13:28,Germany,Berlin,www.amazon.com,1653338049757MIbI,Failed,Expired card
JPN-30042022-h5Ka-49,49,49,43,Set of Whisks ,Utensil,Internet Banking,87,$5220,30-04-2022 08:34,Australia,Brisbane,www.tatacliq.com,1653338049680ytjv,Success,
CN-29032022-wQs0-9,9,Michael Smith,7,Set of Metal Forks,Utensils,Internet Banking,63,$3150,29-03-2022 09:21,China,Shanghai,www.ebay.com,1653338049717LAiB,Failed,Insufficient funds
US-02042022-Jy3A-125,125,Sam Jordan,49,Black Olives,yhBU,UPI,187,$17204,02-04-2022 09:58,United States,San Diego,www.amazon.com,1653338049752oWxh,Success,
NULL,119,Helen O'niel,21,Set of 10 Metal Tongs,Utensils,Internet Banking,168,$12600,29-03-2022 13:04,Canada,Quebec,www.ebay.com,1653338049752k3Tg,Success,
US-07052022-NZCw-33,33,Joe Jackson,19,Disposable Styrofoam Cups ,Utensils,Internet Banking,191,$6685,07-05-2022 10:26,United States,ymtY,www.tatacliq.com,1653338049738Awo9,Success,
AUS-18052022-T41w-34,NULL,John Jones,24,Frozen Chicken Drumsticks,Consumables,card,51,$3825,18-05-2022 08:12,Canada,Vancouver,www.jd.com,1653338049753VW3J,Success,
DEU-03042022-xp4G-130,130,Omar O'niel,9,Set of Metal Spoons,Utensils,card,84,$4200,03-04-2022 13:28,Canada,Toronto,www.jd.com,165333804973988Yf,Success,
DEU-16052022-lNoy-8,8,NULL,24,Frozen Chicken Drumsticks,Consumables,Wallet,4,$300,16-05-2022 10:10,Australia,Brisbane,www.jd.com,1653338049754DSwJ,Failed,Lost card
JPN-01052022-ebdH-7,7,Shaun Doe,8,Set of Metal Knives,Utensils,card,83,$4150,01-05-2022 09:57,Canada,Quebec,8,1653338049721ZQLS,Success,
37,54,Michael O'niel,21,Set of 10 Metal Tongs,Utensils,card,37,$2775,17-04-2022 10:14,Germany,Berlin,www.amazon.com,16533380497635hy2,Success,
JPN-14042022-axmm-88,88,Joe Carter,48,Diced Carrots,Consumable,card,12,$852,14-04-2022 07:15,Australia,Melbourne,www.jd.com,1653338049749pyDf,Failed,Unsupported card type
CAN-14042022-I2UQ-35,35,Helen Smith,26,Frozen Fish,Consumables,card,160,$24960,14-04-2022 07:58,United States,San Diego,www.jd.com,1653338049727hCP4,Success,
CN-20052022-F8Jt-41,41,Helen Parker,45,Minced Garlic,Consumable,Wallet,6,Minced Garlic,20-05-2022 08:59,Australia,Brisbane,www.tatacliq.com,1653338049752jeSO,Failed,Over limit
CAN-14052022-G5Nm-37,37,Dave Carter,20,Disposable Styrofoam Bowls,Utensils,card,94,$4230,14-05-2022 11:59,Canada,Quebec,WkuS,1653338049759VsO0,Failed,Insufficient funds
CAN-05042022-Lszo-44,44,John Parker,9,Set of Metal Spoons,Utensils,Internet Banking,160,$8000,05-04-2022 11:21,Australia,Sydney,www.amazon.com,1653338049745PTf6,Success,
CN-29042022-5tzg-86,86,Anna Davidson,40,vZik,Consumable,Wallet,72,$432,29-04-2022 09:11,Japan,Kyoto,www.jd.com,1653338049673SY63,Failed,Unsupported card type
US-15052022-8z3y-88,88,Joe Carter,23,Set of 10 Food Serving Scoops Medium,Utensils,UPI,74,$5180,15-05-2022 12:31,Australia,Melbourne,www.jd.com,1653338049730qMdx,Failed,Incorrect credit card number
JPN-16052022-dI6w-43,43,Joe Kringler,16,Crate of Clams in Gravy ,Consumables,Internet Banking,136,$14280,16-05-2022 07:09,United States,San Diego,www.ebay.com,1653338049740jEdG,Success,
CAN-13042022-80uy-137,137,Michael Kringler,20,Disposable Styrofoam Bowls,Utensils,Wallet,176,$7920,13-04-2022 12:08,China,NULL,www.flipKart.com,16533380497514Do0,Success,
