39627,86598,Ryland Cummings,24,BAIIplus,calculatortypes,Card,5,68.23,2021-10-04 09:26:24,Myanmar,Rangoon,Cavallini & Co.,88155,Y, 
32226,13140,Zaria Donovan,12,eraser,writingutensils,UPI,3,4.32,2021-05-01 07:26:24,China,Chengde,Ban.Do,15152,Y, 
26991,31864,Memphis Carr,12,eraser,writingutensils,Card,1,14.2,2021-01-03 09:26:24,Peru,Lima,Shoplet,94298,Y, 
63796,39715,Karley Hooper,13,marker,writingutensils,UPI,3,4.32,2021-07-12 05:26:24,Japan,Kawasaki,Gallery Leather,29336,Y, 
31570,43929,Danika Hodge,19,protractor,measurement,Card,5,68.23,2021-12-19 11:26:24,United States,Atlanta,Tokyo Pen Shop,84582,N,Invalid Expiration Date
71791,73500,Kole Bird,15,typingpaper,paper,Internet Banking,2,60.18,2021-11-30 07:26:24,China,Beijing,Ikea,54336,Y, 
23330,57377,Dania Hoffman,17,coloredpencil,writingutensils,Card,1,14.2,2021-08-25 08:26:24,Pakistan,Karachi,Animi Causa,74829,Y, 
75190,55852,Leroy Page,8,ink,officesupplies,Wallet,4,12.56,2021-06-18 09:26:24,Italy,Rome,Things Remembered,72432,Y, 
94126,24965,Anabella Bowers,6,folder,officesupplies,null,2,60.18,2021-03-13 14:26:24,China,Beijing,Idlewild Co.,50220,Y, 
14338,16289,Evie Camacho,3,crayons,writingutensils,Internet Banking,6,34.1,2021-02-22 07:26:24,United States,Philadelphia,Rifle Paper Co.,35893,N,Invalid Expiration Date
48932,26244,Luz Morton,21,ti84,calculatortypes,Wallet,8,23.21,2021-11-16 05:26:24,United States,Portland,West Elm,64955,Y, 
85504,99719,Olivia Peck,7,clip,officesupplies,Card,1,14.2,2021-02-07 11:26:24,China,Guangzhou,Shoplet,53908,Y, 
91423,35222,Anabelle Roman,12,eraser,writingutensils,Wallet,4,12.56,2021-11-21 12:26:24,China,Shaoguan,Cavallini & Co.,44433,Y, 
28847,18915,Byron Pitts,18,ruler,measurement,UPI,7,56.58,2021-09-04 14:26:24,Dominican Republic,Santo Domingo,Poppin,88606,Y, 
18878,44092,Beckett Lloyd,13,marker,writingutensils,Wallet,8,23.21,2021-09-14 11:26:24,Bolivia,La Paz,Mochi Things,30659,Y, 
45623,76468,Anabelle Scott,8,ink,officesupplies,Internet Banking,6,34.1,2021-07-18 07:26:24,Japan,Yokohama,Moleskine,94366,Y, 
59449,21946,Dean Henry,14,gridpaper,paper,Wallet,4,12.56,2021-04-12 07:26:24,United States,Miami,Cavallini & Co.,47479,Y, 
58534,27425,Kelsey Hull,22,ti84plus,calculatortypes,Internet Banking,2,60.18,2021-08-11 11:26:24,China,Chengde,Costco,55479,Y, 
52420,46455,Micah Patrick,14,gridpaper,paper,null,1,14.2,2021-05-25 07:26:24,United States,Baltimore,Crane & Co.,25623,Y, 
36373,69432,Oscar Chan,19,protractor,measurement,Internet Banking,2,60.18,2021-03-09 06:26:24,United States,Washington,Costco,26286,N,Expired Card
96147,26334,Jaliyah Morrison,4,artpaper,paper,Wallet,8,23.21,2021-12-21 06:26:24,Germany,Berlin,Crane & Co.,76209,Y, 
66457,10346,Abdullah Dunlap,15,typingpaper,paper,Internet Banking,2,60.18,2021-01-20 13:26:24,China,Yongzhou,Poppin,40708,Y, 
65009,47563,Sariah Guerra,22,ti84plus,calculatortypes,Card,5,68.23,2021-10-14 09:26:24,India,Cawnpore,The Container Store,99570,Y, 
23347,73175,Sterling Booth,15,typingpaper,paper,Internet Banking,6,34.1,2021-07-28 12:26:24,United States,San Diego,Walmart,20971,Y, 
42403,50435,Luna Pitts,16,officechair,officesupplies,Card,1,14.2,2021-05-12 05:26:24,United States,Portland,Mod Cloth,24837,Y, 
79982,27085,Bennett Mejia,20,basiccalculator,calculatortypes,UPI,3,4.32,2021-11-07 07:26:24,Peru,Lima,Staples,48912,Y, 
74021,56668,Isabelle Mercado,3,crayons,writingutensils,Internet Banking,2,60.18,2021-08-21 14:26:24,United States,Dallas,Oh, Hello Friend,34696,Y, 
84881,99136,Dana Crane,10,clipboard,measurement,UPI,3,4.32,2021-06-05 07:26:24,Cuba,Havana,Rifle Paper Co.,61316,Y, 
41844,53649,Kamron Gilmore,19,protractor,measurement,null,8,23.21,2021-03-19 08:26:24,United States,Seattle,Dude I Want That,95089,N,Insufficient Funds
95199,45809,Carla Morgan,19,protractor,measurement,Wallet,4,12.56,2021-12-08 05:26:24,United States,New York,Ikea,68734,Y, 
36741,31174,Aiyana Alexander,6,folder,officesupplies,UPI,3,4.32,2021-09-21 13:26:24,Morocco,Casablanca,Oh, Hello Friend,36253,Y, 
45393,17501,Malaki Riley,4,artpaper,paper,Card,5,68.23,2021-09-02 13:26:24,United States,Phoenix,Twist Office Products,52170,Y, 
99097,98895,Presley Mendez,20,basiccalculator,calculatortypes,Internet Banking,2,60.18,2021-05-27 12:26:24,Japan,Tokyo,CB2,56164,Y, 
87334,15633,Cruz Joyce,13,marker,writingutensils,Wallet,4,12.56,2021-09-26 06:26:24,Syria,Damascus,Think Geek,94923,Y, 
72401,93834,Jorden Small,25,ti83plus,calculatortypes,Wallet,4,12.56,2021-07-10 09:26:24,Turkey,Istanbul,Office Depot and Office Max,67412,Y, 
85567,34017,Sydney Rogers,7,clip,officesupplies,Card,5,68.23,2021-04-23 11:26:24,Russia,Moscow,Perpetual Kid,37066,Y, 
41073,40808,Princess Warren,9,leadpen,writingutensils,Internet Banking,6,34.1,2021-05-23 11:26:24,China,Yongzhou,Dude I Want That,99114,Y, 
93986,34866,Silas Bruce,21,ti84,calculatortypes,Wallet,8,23.21,2021-03-06 12:26:24,Spain,Madrid,Knock Knock,94415,Y, 
65033,93648,Cadence Huff,16,officechair,officesupplies,null,1,14.2,2021-12-18 06:26:24,United States,Minneapolis,Mochi Things,93646,Y, 
52033,51997,Tamia Dickson,25,ti83plus,calculatortypes,UPI,3,4.32,2021-10-01 05:26:24,United Arab Emirates,Dubai,Anthropologie,12812,Y, 
99494,80385,Robert Wilkinson,5,staples,measurement,Internet Banking,6,34.1,2021-03-30 07:26:24,United States,Seattle,Gallery Leather,73675,Y, 
27686,98934,Rigoberto Hamilton,11,bin,officesupplies,Wallet,4,12.56,2021-01-11 08:26:24,United States,Dallas,Crane & Co.,38212,Y, 
21826,96803,Vicente Bryan,9,leadpen,writingutensils,Internet Banking,6,34.1,2021-10-25 06:26:24,Canada,Toronto,Costco,80030,Y, 
72690,86790,Jaylyn Warner,14,gridpaper,paper,Wallet,8,23.21,2021-08-09 13:26:24,United States,New York,Ultimate Office,39684,N,Invalid Expiration Date
11328,35472,Enrique Diaz,6,folder,officesupplies,Internet Banking,6,34.1,2021-09-07 07:26:24,United States,Phoenix,Dude I Want That,39862,Y, 
45710,20069,Kadyn Mcintyre,3,crayons,writingutensils,UPI,7,56.58,2021-06-22 11:26:24,United States,Boston,Mod Cloth,25811,Y, 
69512,22512,Kaila Floyd,13,marker,writingutensils,Internet Banking,6,34.1,2021-04-05 12:26:24,Pakistan,Faisalabad,Ikea,15459,Y, 
86164,47660,Ashtyn Harding,20,basiccalculator,calculatortypes,UPI,7,56.58,2021-12-29 09:26:24,Egypt,Cairo,Paper Source,79201,Y, 
17484,28829,Kaylee Chang,10,clipboard,measurement,null,3,4.32,2021-07-16 13:26:24,Egypt,Cairo,W.B. Mason,81300,N,Insufficient Funds
60470,80156,Karlee Hobbs,9,leadpen,writingutensils,Card,1,14.2,2021-01-02 13:26:24,Cambodia,Phnom Penh,W.B. Mason,89852,Y, 
34306,55808,Desmond Bentley,2,pencil,writingutensils,Wallet,4,12.56,2021-09-27 06:26:24,Algeria,Algiers,Cavallini & Co.,17397,Y, 
84701,74381,Lorena Flowers,10,clipboard,measurement,UPI,7,56.58,2021-12-24 06:26:24,United Kingdom,London,Cavallini & Co.,94309,Y, 
35463,70735,Zachary Holt,7,clip,officesupplies,Wallet,4,12.56,2021-10-07 07:26:24,Morocco,Casablanca,Crane & Co.,69586,Y, 
89799,92265,Kendrick Hernandez,21,ti84,calculatortypes,Card,5,68.23,2021-07-02 06:26:24,Russia,Moscow,Mod Cloth,76076,Y, 
45111,21779,Leo Burke,6,folder,officesupplies,Card,1,14.2,2021-04-15 08:26:24,United States,Los Angeles,Mochi Things,18227,N,Invalid CVV
60503,58322,Kaylee Chang,1,pen,writtingutensils,Internet Banking,2,60.18,2021-07-07 06:26:24,Spain,Madrid,Pottery Barn,70984,Y, 
10636,24784,Hailie Barry,3,crayons,writingutensils,UPI,3,4.32,2021-04-20 08:26:24,Bangladesh,Dhaka,Crane & Co.,34476,N,Invalid CVV
37016,33368,Chad Craig,25,ti83plus,calculatortypes,Internet Banking,2,60.18,2021-02-01 14:26:24,Uzbekistan,Tashkent,Walmart,77179,Y, 
50369,31527,Jaydan Padilla,21,ti84,calculatortypes,null,6,34.1,2021-10-23 11:26:24,Cuba,Havana,Knock Knock,47160,N,Limit Exceeded
26006,71460,Dale Monroe,17,coloredpencil,writingutensils,Card,5,68.23,2021-07-18 05:26:24,South Korea,Incheon,Things Remembered,20403,Y, 
88754,89016,Abigayle Davis,14,gridpaper,paper,Internet Banking,6,34.1,2021-06-28 14:26:24,Cuba,Havana,Dude I Want That,30407,Y, 
50621,37979,Cole Kaiser,5,staples,measurement,UPI,7,56.58,2021-04-11 07:26:24,Russia,Saint Petersburg,Costco,41546,Y, 
38665,65102,Maxim Sampson,3,crayons,writingutensils,Card,1,14.2,2021-10-08 14:26:24,India,Mumbai,Urban Outfitters,99893,Y, 
54440,57687,Carter Spencer,8,ink,officesupplies,UPI,7,56.58,2021-07-03 14:26:24,United States,Philadelphia,Oh, Hello Friend,72323,Y, 
42177,56749,Myah Pitts,6,folder,officesupplies,Card,1,14.2,2021-02-17 11:26:24,Bangladesh,Dhaka,Night Owl Paper Goods,62287,Y, 
35703,50232,Trevor Duran,13,marker,writingutensils,Internet Banking,2,60.18,2021-11-22 10:26:24,Germany,Munich,This is Why I’m Broke,33306,Y, 
29434,95066,Courtney Brewer,1,pen,writtingutensils,Wallet,4,12.56,2021-12-11 08:26:24,China,Shanwei,Glam & Paper,37086,N,Invalid Expiration Date
22344,87169,Alexia Everett,23,ti89,calculatortypes,Card,5,68.23,2021-06-19 13:26:24,France,Paris,Muji,55573,Y, 
62451,32986,Braylen Maynard,7,clip,officesupplies,null,7,56.58,2021-11-26 08:26:24,Cambodia,Phnom Penh,Urban Outfitters,39930,Y, 
61226,44651,Jaiden Ho,9,leadpen,writingutensils,Internet Banking,2,60.18,2021-09-09 09:26:24,Guatemala,Guatemala City,Anthropologie,91232,Y, 
41346,29720,Kayley Escobar,19,protractor,measurement,UPI,3,4.32,2021-08-21 11:26:24,Russia,Moscow,Quill,68325,Y, 
93920,97638,Jordyn Newman,6,folder,officesupplies,UPI,3,4.32,2021-05-16 06:26:24,United States,Houston,Twist Office Products,15235,Y, 
63678,91194,Kali Dudley,11,bin,officesupplies,Card,1,14.2,2021-06-15 11:26:24,Iran,Mashhad,CB2,76034,Y, 
88957,12669,Tripp Wall,20,basiccalculator,calculatortypes,Card,1,14.2,2021-03-29 11:26:24,South Korea,Seoul,Catching Fireflies,82829,N,Invalid Card #
49132,15224,Owen Becker,25,ti83plus,calculatortypes,Internet Banking,2,60.18,2021-10-05 10:26:24,Egypt,Giza,Walmart,41186,Y, 
97009,18089,Lizbeth Owens,11,bin,officesupplies,Wallet,8,23.21,2021-05-11 08:26:24,United States,Charlotte,Urban Outfitters,31189,Y, 
97277,50828,Lilia Wilkerson,14,gridpaper,paper,Internet Banking,6,34.1,2021-08-22 14:26:24,United States,San Diego,Perpetual Kid,25990,N,Expired Card
70661,87578,Elvis Copeland,24,BAIIplus,calculatortypes,Internet Banking,2,60.18,2021-07-14 13:26:24,United States,Tampa,W.B. Mason,50375,Y, 
59772,17756,Tristen Small,4,artpaper,paper,null,2,60.18,2021-01-20 10:26:24,United States,Denver,Uline,57847,Y, 
25367,39212,Iyana Reeves,4,artpaper,paper,Internet Banking,2,60.18,2021-08-07 12:26:24,Taiwan,Taichung,Office Depot and Office Max,40496,N,Invalid Card #
36863,53097,Maximus Figueroa,23,ti89,calculatortypes,UPI,7,56.58,2021-03-05 13:26:24,United States,Las Vegas,Supply Geeks,74068,Y, 
44624,62239,Adrienne Rivera,1,pen,writtingutensils,Internet Banking,2,60.18,2021-08-19 10:26:24,Dominican Republic,Santo Domingo,Pottery Barn,16938,Y, 
86796,77652,Felicity Holloway,5,staples,measurement,Wallet,8,23.21,2021-06-21 08:26:24,China,Beijing,Catching Fireflies,69774,Y, 
20332,46582,Sawyer Reynolds,8,ink,officesupplies,Card,5,68.23,2021-12-09 06:26:24,United States,Atlanta,Crate & Barrel,22736,Y, 
51712,22924,Chace Day,17,coloredpencil,writingutensils,Internet Banking,2,60.18,2021-07-15 05:26:24,North Korea,Pyongyang,Animi Causa,35808,Y, 
93925,96742,Sherlyn Medina,5,staples,measurement,Wallet,8,23.21,2021-01-21 08:26:24,Argentina,Buenos Aires,Gallery Leather,74094,Y, 
52518,91182,Porter Livingston,8,ink,officesupplies,Wallet,8,23.21,2021-10-16 14:26:24,Germany,Munich,Gallery Leather,47188,Y, 
74447,53878,Presley Mendez,10,clipboard,measurement,Card,5,68.23,2021-01-12 05:26:24,Brazil,Rio de Janeiro,Fred and Friends,76770,Y, 
83838,14630,Jayvion Salas,3,crayons,writingutensils,null,6,34.1,2021-10-07 07:26:24,Algeria,Algiers,Cavallini & Co.,34561,Y, 
88570,84224,Guillermo Bush,23,ti89,calculatortypes,Internet Banking,2,60.18,2021-04-15 08:26:24,Bolivia,La Paz,Kate Spade,67602,Y, 
19288,58869,Kianna Ortiz,9,leadpen,writingutensils,Wallet,4,12.56,2021-09-22 09:26:24,United States,Washington,Quill,60435,Y, 
66004,37951,Jamal Abbott,16,officechair,officesupplies,UPI,3,4.32,2021-09-02 05:26:24,United States,Charlotte,West Elm,77238,Y, 
66362,18665,Zion Parrish,3,crayons,writingutensils,Wallet,4,12.56,2021-05-28 08:26:24,Mexico,Guadalajara,CB2,72807,Y, 
50971,58877,Leandro Marks,2,pencil,writingutensils,UPI,3,4.32,2021-03-22 09:26:24,Hong Kong,Hong Kong,Catching Fireflies,39992,Y, 
46091,15606,Dale Tran,8,ink,officesupplies,UPI,7,56.58,2021-12-14 10:26:24,Japan,Kawasaki,Poppin,20918,Y, 
62292,79351,Yahir Mcclure,14,gridpaper,paper,UPI,3,4.32,2021-11-25 07:26:24,United States,Portland,Office Supply,89135,Y, 
86016,36782,Zachary Holt,3,crayons,writingutensils,Card,5,68.23,2021-03-07 11:26:24,Kuwait,Kuwait City,Office Supply,78150,Y, 
43698,54180,Brogan Rowland,4,artpaper,paper,Card,5,68.23,2021-11-30 07:26:24,United States,Washington,Gallery Leather,92367,Y, 
99975,32736,Jordin Ellison,10,clipboard,measurement,null,4,12.56,2021-09-13 07:26:24,India,Jaipur,This is Why I’m Broke,17187,Y, 
95273,81727,Eleanor Cherry,23,ti89,calculatortypes,Internet Banking,6,34.1,2021-07-07 14:26:24,United States,Houston,Idlewild Co.,21518,Y, 
14477,83063,Camryn Chandler,14,gridpaper,paper,Wallet,8,23.21,2021-04-01 06:26:24,China,Fuzhou,Anthropologie,19639,N,Invalid CVV
41936,13743,Jonah Sloan,14,gridpaper,paper,Card,1,14.2,2021-03-13 13:26:24,China,Yongzhou,Fred and Friends,49780,Y, 
94906,81870,Izaiah Cortez,6,folder,officesupplies,Internet Banking,6,34.1,2021-12-05 12:26:24,Singapore,Singapore,Kate Spade,86573,Y, 
50792,44910,Clare Contreras,11,bin,officesupplies,Card,5,68.23,2021-06-03 12:26:24,United States,New York,Dude I Want That,66035,Y, 
22435,38145,Lizbeth Owens,24,BAIIplus,calculatortypes,UPI,3,4.32,2021-12-10 08:26:24,Iraq,Baghdad,Anthropologie,34773,Y, 
30357,81235,Kelsie Herman,25,ti83plus,calculatortypes,Card,1,14.2,2021-09-04 08:26:24,United States,Las Vegas,Anthropologie,40592,Y, 
25731,67013,Tyrese Floyd,21,ti84,calculatortypes,Internet Banking,2,60.18,2021-02-05 06:26:24,Brazil,Salvador,Mod Cloth,46597,Y, 
85113,41678,Erica Donovan,18,ruler,measurement,UPI,7,56.58,2021-01-17 13:26:24,Egypt,Giza,Night Owl Paper Goods,82800,Y, 
63591,86633,Zaniyah Skinner,16,officechair,officesupplies,null,4,12.56,2021-10-31 11:26:24,China,Guangzhou,Twist Office Products,74843,Y, 
20467,43591,Julianna Jacobson,7,clip,officesupplies,UPI,3,4.32,2021-07-26 07:26:24,Brazil,Rio de Janeiro,Gallery Leather,94850,Y, 
66416,17073,Dana Juarez,7,clip,officesupplies,Wallet,4,12.56,2021-01-21 10:26:24,United States,New York,Oh, Hello Friend,59243,Y, 
17224,26757,Kaila Floyd,22,ti84plus,calculatortypes,Wallet,4,12.56,2021-11-05 05:26:24,Philippines,Manila,Ultimate Office,98702,Y, 
12870,66692,Robert Wilkinson,19,protractor,measurement,Internet Banking,2,60.18,2021-06-21 06:26:24,Spain,Madrid,Shoplet,99884,Y, 
72347,21066,Alexis Osborne,9,leadpen,writingutensils,Internet Banking,2,60.18,2021-07-02 11:26:24,United Kingdom,London,Pottery Barn,43287,Y, 
39448,80526,Aron Stanley,12,eraser,writingutensils,Internet Banking,6,34.1,2021-01-08 09:26:24,Japan,Yokohama,Gallery Leather,97656,Y, 
34886,41272,Iyana Reeves,22,ti84plus,calculatortypes,Internet Banking,2,60.18,2021-10-22 09:26:24,Mexico,Mexico City,Ikea,48600,N,Invalid Expiration Date
44371,99751,Yaretzi Casey,13,marker,writingutensils,Card,1,14.2,2021-04-19 13:26:24,China,Shanwei,Animi Causa,48269,N,Invalid Expiration Date
41483,89255,Kamari Baldwin,7,clip,officesupplies,Internet Banking,2,60.18,2021-01-12 06:26:24,Russia,Saint Petersburg,Ikea,56258,Y, 
85262,52246,Emerson Preston,20,basiccalculator,calculatortypes,null,2,60.18,2021-10-26 05:26:24,United Kingdom,London,This is Why I’m Broke,45992,N,Expired Card
12824,24160,Malcolm Barber,14,gridpaper,paper,Wallet,8,23.21,2021-08-10 12:26:24,Uzbekistan,Tashkent,The Container Store,72214,Y, 
22457,31426,Aubrey Oneill,10,clipboard,measurement,Internet Banking,2,60.18,2021-09-08 09:26:24,Germany,Munich,Paper Source,73060,Y, 
94486,40921,Jacob Carr,25,ti83plus,calculatortypes,Card,5,68.23,2021-08-20 07:26:24,United States,Los Angeles,Crate & Barrel,87462,Y, 
27160,16457,Henry Caldwell,11,bin,officesupplies,Card,5,68.23,2021-06-03 07:26:24,Uzbekistan,Tashkent,Things Remembered,49871,Y, 
89905,64967,Kelsie Herman,14,gridpaper,paper,Internet Banking,2,60.18,2021-02-26 06:26:24,Iraq,Baghdad,Cavallini & Co.,47568,Y, 
96662,63142,Jorden Small,23,ti89,calculatortypes,Card,5,68.23,2021-08-25 09:26:24,Singapore,Singapore,Paper Source,77182,Y, 
93034,50581,Jayvion Gill,25,ti83plus,calculatortypes,Wallet,4,12.56,2021-06-08 09:26:24,United States,Washington,Office Supply,58709,Y, 
73335,98050,Meredith Durham,14,gridpaper,paper,Internet Banking,6,34.1,2021-12-15 09:26:24,Japan,Yokohama,Cavallini & Co.,11829,Y, 
83264,44140,Hudson Lutz,7,clip,officesupplies,Wallet,4,12.56,2021-01-13 11:26:24,United States,Houston,Uline,67173,Y, 
63937,85176,Payten Palmer,25,ti83plus,calculatortypes,null,8,23.21,2021-11-16 08:26:24,Mexico,Mexico City,Think Geek,10278,Y, 
39318,36301,Averi Ponce,18,ruler,measurement,Internet Banking,6,34.1,2021-06-14 10:26:24,Iran,Mashhad,See Jane Work,57776,Y, 
16967,62468,Marvin Horn,14,gridpaper,paper,Wallet,4,12.56,2021-12-10 12:26:24,United States,San Francisco,Things Remembered,46823,Y, 
25282,30982,Felipe Walton,11,bin,officesupplies,Internet Banking,6,34.1,2021-09-23 07:26:24,Uzbekistan,Tashkent,Cavallini & Co.,22426,Y, 
62658,66607,Chad Craig,21,ti84,calculatortypes,Wallet,8,23.21,2021-07-08 08:26:24,United States,Miami,Paperchase,57971,Y, 
17324,58842,Bailee Decker,17,coloredpencil,writingutensils,Wallet,4,12.56,2021-12-21 12:26:24,United States,Cleveland,Catching Fireflies,99709,Y, 
13965,91384,Aniya Gay,24,BAIIplus,calculatortypes,UPI,7,56.58,2021-10-04 05:26:24,United States,Dallas,Office Supply,34825,Y, 
24717,36931,Aubrey Rowe,17,coloredpencil,writingutensils,Card,1,14.2,2021-07-19 08:26:24,South Korea,Busan,CB2,54097,N,Invalid Card #
39819,44087,Kyson Jarvis,3,crayons,writingutensils,Wallet,4,12.56,2021-05-02 05:26:24,United States,Phoenix,Paperchase,71491,Y, 
40634,51228,Carissa Malone,20,basiccalculator,calculatortypes,Internet Banking,6,34.1,2021-10-09 13:26:24,Mexico,Mexico City,Target,23603,Y, 
67746,22032,Karlee Rivers,6,folder,officesupplies,null,4,12.56,2021-09-20 12:26:24,Myanmar,Rangoon,Poppin,18106,Y, 
42997,21882,Rowan Obrien,6,folder,officesupplies,Card,1,14.2,2021-07-04 08:26:24,Italy,Rome,Pottery Barn,70025,Y, 
40917,56145,Jayvion Conley,14,gridpaper,paper,UPI,7,56.58,2021-04-17 06:26:24,India,Cawnpore,Supply Geeks,54557,Y, 
99105,61807,Weston Coleman,23,ti89,calculatortypes,Card,1,14.2,2021-05-17 13:26:24,Thailand,Bangkok,Night Owl Paper Goods,63854,Y, 
67163,15560,Justin Duarte,10,clipboard,measurement,UPI,7,56.58,2021-02-28 08:26:24,Japan,Tokyo,Idlewild Co.,55084,N,Insufficient Funds
87440,62864,Cristian Owens,23,ti89,calculatortypes,Card,5,68.23,2021-11-23 08:26:24,China,Yongzhou,Supply Geeks,74789,Y, 
15305,95006,Amelie Gates,16,officechair,officesupplies,Wallet,8,23.21,2021-03-24 12:26:24,United States,Phoenix,Tokyo Pen Shop,20660,Y, 
92846,86408,Jase Payne,22,ti84plus,calculatortypes,Wallet,4,12.56,2021-01-05 10:26:24,Dominican Republic,Santo Domingo,The Container Store,27593,N,Limit Exceeded
71156,88262,Douglas Flynn,10,clipboard,measurement,Card,5,68.23,2021-10-19 11:26:24,Germany,Berlin,Shoplet,53891,Y, 
44389,71679,Khloe Haas,10,clipboard,measurement,Internet Banking,6,34.1,2021-07-14 05:26:24,Canada,Toronto,Uline,88945,Y, 
57961,17854,Braden Zuniga,22,ti84plus,calculatortypes,null,8,23.21,2021-08-13 11:26:24,Afghanistan,Kabul,Muji,81151,Y, 
71040,14423,Kianna Ortiz,10,clipboard,measurement,Internet Banking,2,60.18,2021-02-19 10:26:24,Yemen,Sanaa,Crate & Barrel,60783,Y, 
70813,55018,Jensen Oliver,2,pencil,writingutensils,Card,1,14.2,2021-12-03 05:26:24,Pakistan,Karachi,Ultimate Office,64664,Y, 
